%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1752630148234478950,169,1752630148234478950,map,-0.0352640434747,0.0305619186515,-0.00899472929009,-0.0263323226852,-0.00246828491376,0.0629731835772,0.997664712498
1752630149234489917,170,1752630149234489917,map,-0.0315379458334,0.0263072869053,-0.00815240904601,-0.0230289981604,-0.00250911953302,0.0540012680541,0.998272125745
1752630150234607934,171,1752630150234607934,map,-0.0263536378268,0.0213743045491,-0.00851434072249,-0.0186203071814,-0.00324009452515,0.0441539417323,0.998845939492
1752630151234492063,172,1752630151234492063,map,-0.0198000648828,0.0151018209535,-0.00718902256971,-0.0133568665847,-0.0029650720534,0.0316745341851,0.999404588408
1752630152234481096,173,1752630152234481096,map,-0.013442683275,0.00949955087664,-0.00616384241764,-0.00907255142902,-0.0031288890275,0.0200730257366,0.999752461075
1752630153234477043,174,1752630153234477043,map,-0.00806425029124,0.0043782807408,-0.00458982933458,-0.00462104349741,-0.00319829612322,0.00693537334301,0.999960160952
1752630154234474897,175,1752630154234474897,map,-0.00611650010064,0.00102564217954,-0.00365614499212,-0.00180429911894,-0.00286884016554,-7.22380170074e-05,0.999994263036
1752630155234791040,176,1752630155234791040,map,-0.00336846696771,-0.00261271871142,-0.00359728290486,0.00113469569125,-0.00265022369973,-0.00677612868075,0.99997288697
1752630156234477043,177,1752630156234477043,map,-0.000584467855572,-0.00605730127106,-0.00284042304369,0.00441156484001,-0.00240620163613,-0.014469534693,0.999882691178
1752630157234483957,178,1752630157234483957,map,0.00112576309958,-0.00733391919913,-0.00325451098499,0.00514008639723,-0.00269818362997,-0.0174383500095,0.999831088523
1752630158234505891,179,1752630158234505891,map,0.00184520639117,-0.00926740573207,-0.00308667530436,0.0070933490943,-0.00222325610814,-0.0194961040108,0.999782300141
1752630159237199068,180,1752630159237199068,map,0.0017687271612,-0.00943240471142,-0.00282170412673,0.00722191785859,-0.00204901352166,-0.0192753277312,0.999786026235
1752630160234489917,181,1752630160234489917,map,0.0013500295931,-0.0092691382432,-0.00209761511682,0.00748249275395,-0.0012192248777,-0.0194409921134,0.999782255427
1752630161234586000,182,1752630161234586000,map,0.00239027169669,-0.00924127382952,-0.00219071006253,0.00755503781056,-0.000926315649082,-0.0194973387946,0.999780936387
1752630162234664916,183,1752630162234664916,map,0.00170597840896,-0.00931293337556,-0.00193676380836,0.00760836622584,-0.000465501430273,-0.0191580692826,0.999787404887
1752630163234579086,184,1752630163234579086,map,0.00188206301218,-0.00997629218522,-0.00168494150806,0.00815884322736,-0.000353414886319,-0.0188648573683,0.999788686658
1752630164234498977,185,1752630164234498977,map,0.00209544854014,-0.00917124761252,-0.0017206045863,0.00755148205709,-0.000609078061524,-0.0193257790339,0.999784528347
1752630165234683036,186,1752630165234683036,map,0.00222580488046,-0.0096433890885,-0.00173121643659,0.00790281881159,-0.000602362458875,-0.0190167473595,0.999787747686
1752630166234615087,187,1752630166234615087,map,0.00108500468606,-0.0096864262253,-0.00110994592375,0.0079928914407,-0.000205325336182,-0.019013827082,0.999787255843
1752630167234541893,188,1752630167234541893,map,0.00115005969187,-0.00952866447308,-0.00125345751746,0.00782660234821,-0.000157652674544,-0.0190671387082,0.999787561382
1752630168234741926,189,1752630168234741926,map,0.00124614537097,-0.00930374541746,-0.00127706333759,0.00726341779439,-8.6302991505e-05,-0.0192203669542,0.999788887866
1752630169234725952,190,1752630169234725952,map,0.00113662333071,-0.00908773063129,-0.00114909186332,0.00716587926183,-0.000139218425763,-0.0193984252493,0.999786138018
1752630170234597921,191,1752630170234597921,map,0.00107753001809,-0.00925703000699,-0.00113631672317,0.00721551726848,-0.000324107696276,-0.0192565640836,0.999788492902
1752630171234488010,192,1752630171234488010,map,0.00110267681799,-0.00904268581343,-0.000920797792627,0.00719885312101,-0.000186522496831,-0.0194132970219,0.999785608913
1752630172234488964,193,1752630172234488964,map,0.00111932560412,-0.00918900544451,-0.00107883521979,0.00727329554236,-0.000193932744718,-0.019324707919,0.999786786357
1752630173234483957,194,1752630173234483957,map,0.00116096107083,-0.00924471110399,-0.00124330750402,0.00732508687242,-0.000104436855703,-0.0193081231917,0.999786734192
1752630174234750032,195,1752630174234750032,map,0.00114581312977,-0.00925768025014,-0.001257116913,0.00730624468639,-7.56028741843e-05,-0.0193054169633,0.9997869354
1752630175234996080,196,1752630175234996080,map,0.00111313223051,-0.00926797179231,-0.00116111613201,0.00732687988185,-0.00014367352061,-0.0192881311466,0.9997871068
1752630176234505891,197,1752630176234505891,map,0.00101873705045,-0.00924762745546,-0.00100715503264,0.00729892393287,-0.000237501980168,-0.019264620108,0.999787755138
1752630177234685897,198,1752630177234685897,map,0.00103185325407,-0.00916277419797,-0.00102364304905,0.0072581360135,-0.000267544743754,-0.0193413009174,0.999786555339
1752630178234744071,199,1752630178234744071,map,0.0011007067521,-0.00920614723349,-0.00114932535127,0.00730691875455,-0.000235080516401,-0.0193162709963,0.999786696931
1752630179234745025,200,1752630179234745025,map,0.00113386293679,-0.00910232136539,-0.00127943967979,0.007208200806,-0.000157158854972,-0.0193476216876,0.999786823618
1752630180234561920,201,1752630180234561920,map,0.00117689128768,-0.00912516816728,-0.00126219699897,0.00718728599684,-7.01685045145e-05,-0.0193368229526,0.999787188774
1752630181234721899,202,1752630181234721899,map,0.00112236432708,-0.00917459161342,-0.00109626208969,0.00730425312214,-8.24327158768e-05,-0.0193512812981,0.999786070948
1752630182234488964,203,1752630182234488964,map,0.00113513590401,-0.0092106581113,-0.00108751999927,0.0073487108787,-0.000221768186492,-0.0193454631135,0.999785825026
1752630183234611034,204,1752630183234611034,map,0.00109664374776,-0.00903206799582,-0.00104407030947,0.00722669775784,-0.000232993615587,-0.0194658047909,0.999784379303
1752630184234771966,205,1752630184234771966,map,0.00113349997242,-0.00925660582861,-0.00110397675136,0.00734913061313,-0.000197224154567,-0.0193102979542,0.999786510626
1752630185234636068,206,1752630185234636068,map,0.00114500028536,-0.0091973129486,-0.0011939511689,0.0072387618258,-0.000146850783097,-0.0192972873189,0.999787576286
1752630186236260890,207,1752630186236260890,map,0.00113857330703,-0.00916322525544,-0.0010582706109,0.00731135464807,5.69127290757e-06,-0.0193649064986,0.999785743052
1752630187234489917,208,1752630187234489917,map,0.00115579546791,-0.00925675255721,-0.0010591041799,0.00733935603515,-5.61414665151e-05,-0.0193156777785,0.999786495722
1752630188234797000,209,1752630188234797000,map,0.00119760634398,-0.00921138192386,-0.00117572374312,0.0072902985909,-0.000204086848366,-0.0193363102687,0.999786436105
1752630189234528064,210,1752630189234528064,map,0.00112025275952,-0.00922757866061,-0.00109893458119,0.00728601337745,-0.000238651936777,-0.019301392634,0.999787136609
1752630190234769105,211,1752630190234769105,map,0.00108353251687,-0.00908141378086,-0.00107053942624,0.00726319079751,-0.000233260185915,-0.0194003532003,0.999785385348
1752630191234572887,212,1752630191234572887,map,0.00118762270437,-0.00923553955944,-0.00116782226339,0.00732554825638,-0.000175199617382,-0.019321234736,0.999786473366
1752630192234785079,213,1752630192234785079,map,0.00117383641833,-0.00920932044897,-0.00115901742376,0.00732887317575,-0.000117605617368,-0.0193423288741,0.999786048592
1752630193234499931,214,1752630193234499931,map,0.0012042383968,-0.00925577606643,-0.00111271774644,0.00736288942213,-8.52431158666e-05,-0.0193252841653,0.999786130566
